Price,No_rooms,No_bathrooms,Area,Adress,Colony,Type
30000,1,1,101,Country Club,Guadalajara,Department
33000,3,3,230,Agustín YAnez,Guadalajara,Department
25000,3,2,230,Providencia 4a Secc,Guadalajara,Department
24400,2,4,92,Fraccionamiento Chapultepec Country,Guadalajara,Department
65000,3,4,362,Lomas Del Bosque,Zapopan,Department
25500,3,2,160,Ciudad Del Sol,Zapopan,Department
29500,2,2,134,Country Club,Guadalajara,Department
30000,3,1,250,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
23000,1,2,98,Valle Real,Zapopan,Department
20000,2,4,90,Ladrón de Guevara,Guadalajara,Department
44000,3,2,390,Fraccionamiento Vallarta Norte,Guadalajara,Department
27000,2,2,80,Fraccionamiento Jardines del Country,Guadalajara,Department
19500,2,2,85,Americana,Guadalajara,Department
12500,2,2,53,Mezquitan Country,Guadalajara,Department
26500,3,2,108,Fraccionamiento Rinconada Del Parque,Zapopan,Department
26000,2,1,104,Americana,Guadalajara,Department
6500,2,2,59,Mirador ,Tonalá,Department
23000,3,2,114,Prados de Providencia,Guadalajara,Department
45000,3,2,129,Puerta de Hierro,Zapopan,Department
20000,2,,90,Fraccionamiento Jardín Real,Zapopan,Department
42000,2,2,210,Lomas Altas,Zapopan,Department
42000,2,2,113,Providencia,Guadalajara,Department
9000,2,1,60,Santa Ana Tepetitlán,Zapopan,Department
25500,3,3,132,Arcos Vallarta,Guadalajara,Department
25000,2,2,98,Arcos Vallarta,Guadalajara,Department
12000,2,1,74,La Estancia,Zapopan,Department
26000,2,2,105,Country Club,Guadalajara,Department
23500,2,2,98,Fraccionamiento Chapultepec Country,Guadalajara,Department
20000,1,1,70,Americana,Guadalajara,Department
38000,2,2,110,Jardines Universidad,Zapopan,Department
23500,2,2,110,Fraccionamiento Puerta del Valle,Zapopan,Department
19000,1,2,61,Fraccionamiento Puerta del Valle,Zapopan,Department
8000,2,1,130,Fraccionamiento La Providencia,Tonalá,Department
17000,2,2,64,Villas Del Country,Guadalajara,Department
21000,1,2,72,Providencia,Guadalajara,Department
12900,2,2,69,Fraccionamiento Real de Valdepeñas,Zapopan,Department
22000,2,2,105,Juan Manuel Vallarta,Zapopan,Department
129000,3,4,435,Puerta de Hierro,Zapopan,Department
65000,3,4,428,Virreyes Residencial,Zapopan,Department
25000,2,2,190,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
9000,2,2,55,Santa Ana Tepetitlán,Zapopan,Department
18000,2,2,122,Fraccionamiento Camino Real,Zapopan,Department
22000,2,1,70,Valle Real,Zapopan,Department
8200,1,3,25,Fraccionamiento Prados Vallarta,Zapopan,Department
40000,3,1,169,Providencia,Guadalajara,Department
9000,2,2,70,Fraccionamiento Lomas Universidad,Zapopan,Department
23500,2,2,144,Jardines del Bosque Norte,Guadalajara,Department
24000,2,2,120,Ladrón de Guevara,Guadalajara,Department
21000,2,2,100,Valle Real,Zapopan,Department
18500,2,1,128,Fraccionamiento Monraz,Guadalajara,Department
27820,1,4,118,Prados de Providencia,Guadalajara,Department
65000,3,2,362,Lomas Del Bosque,Zapopan,Department
33080,2,3,135,Lomas Altas,Zapopan,Department
28500,3,2,156,Jardines de La Patria,Zapopan,Department
13500,3,2,110,Guadalajara Centro,Guadalajara,Department
8600,2,2,55,Santa Ana Tepetitlán,Zapopan,Department
15000,1,2,70,Jardines de Guadalupe,Guadalajara,Department
21500,2,4,76,Jardines de los Arcos,Guadalajara,Department
65000,3,,428,Virreyes Residencial,Zapopan,Department
29000,2,,115,Providencia,Guadalajara,Department
23000,2,2,108,Ayuntamiento,Guadalajara,Department
17200,1,1,40,Ayuntamiento,Guadalajara,Department
13500,2,1,80,Fraccionamiento Camino Real,Zapopan,Department
7850,1,2,90,Arboledas ,Zapopan,Department
22000,3,2,110,Fraccionamiento Jardines Alcalde,Guadalajara,Department
19800,1,2,71,Vallarta Universidad,Zapopan,Department
26000,3,2,124,Loma Bonita,Zapopan,Department
32000,1,5,200,Lomas del Valle,Zapopan,Department
24500,2,2,97,Chapalita Oriente,Zapopan,Department
21000,4,2,85,Santa Anita,Tlajomulco de Zúñiga,Department
90000,2,1,334,Valle Real,Zapopan,Department
48000,2,2,230,Valle Real,Zapopan,Department
35000,1,3,154,Americana,Guadalajara,Department
35000,2,2,180,Country Club,Guadalajara,Department
13500,3,1,76,Ciudad Bugambilia,Zapopan,Department
75000,2,1,200,Puerta de Hierro,Zapopan,Department
29500,1,2,140,Prados de Providencia,Guadalajara,Department
17000,2,,60,Valle Real,Zapopan,Department
16700,2,,68,Fraccionamiento Arcos,Guadalajara,Department
26000,,,145,Lomas Altas,Zapopan,Department
80000,4,4,333,Valle Real,Zapopan,Department
58500,3,3,300,Providencia,Guadalajara,Department
16890,1,1,37,Ayuntamiento,Guadalajara,Department
14000,2,1,70,Jardines Del Sol,Zapopan,Department
18500,3,3,100,Tepeyac Casino,Zapopan,Department
21200,2,2,90,Fraccionamiento Chapalita de Occidente,Zapopan,Department
26000,2,2,96,La Patria Universidad,Zapopan,Department
23000,1,1,65,Providencia,Guadalajara,Department
21500,2,2,90,Virreyes Residencial,Zapopan,Department
14500,2,1,92,Prados Tepeyac,Zapopan,Department
27500,2,2,106,Jardines del Valle,Zapopan,Department
13000,3,2,85,San Carlos,Guadalajara,Department
29000,3,3,182,Santa Fe,Zapopan,Department
17000,1,1,61,San Juan de Ocotan,Zapopan,Department
36000,3,4,270,Ciudad Bugambilia,Zapopan,Department
21500,2,2,90,Jardines del Bosque,Guadalajara,Department
23000,2,2,108,Ayuntamiento,Guadalajara,Department
45000,3,3,300,Fraccionamiento Monraz,Guadalajara,Department
19900,2,2,70,Country Club,Guadalajara,Department
17800,1,1,85,Americana,Guadalajara,Department
22000,2,2,85,Lomas Del Seminario,Zapopan,Department
25000,2,2,90,Jardines del Valle,Zapopan,Department
26500,2,2,90,Lomas Altas,Zapopan,Department
8000,2,1,130,Fraccionamiento La Providencia,Tonalá,Department
18000,1,1,53,Arcos Vallarta,Guadalajara,Department
23000,1,2,76,Providencia,Guadalajara,Department
16500,2,2,83,Rinconada de La Calma,Zapopan,Department
4930,1,1,25,Jardines Tepeyac,Zapopan,Department
45000,3,2,129,Puerta de Hierro,Zapopan,Department
26000,2,2,117,Vallarta Poniente,Guadalajara,Department
21000,1,2,72,Fraccionamiento Colomos Providencia,Guadalajara,Department
24500,2,2,82,Arcos Vallarta,Guadalajara,Department
18000,2,1,85,Fraccionamiento Jardines de San Ignacio,Zapopan,Department
23000,2,2,109,Fraccionamiento Jardines Del Bosque,Guadalajara,Department
8400,2,2,53,Santa Ana Tepetitlán,Zapopan,Department
34000,1,2,60,Providencia,Guadalajara,Department
17000,3,1,169,Valle Real,Zapopan,Department
39500,1,4,60,Prados de Providencia,Guadalajara,Department
19000,2,1,87,Jardines Universidad,Zapopan,Department
23360,,1,,Arcos Vallarta,Guadalajara,Department
29000,2,2,125,Circunvalación Américas,Guadalajara,Department
14900,1,1,48,Fraccionamiento Solares,Zapopan,Department
23500,2,2,72,Mezquitan Country,Guadalajara,Department
26200,1,1,48,Ayuntamiento,Guadalajara,Department
30000,2,2,126,Fraccionamiento Colomos Providencia,Guadalajara,Department
20000,2,3,140,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
21600,2,2,70,San Juan de Ocotan,Zapopan,Department
13500,1,2,75,Nuevo México,Zapopan,Department
33000,3,3,120,Fraccionamiento Puerta del Valle,Zapopan,Department
13990,2,2,74,Lomas Independencia,Guadalajara,Department
19000,1,2,76,Virreyes Residencial,Zapopan,Department
36000,2,3,110,Jardines Universidad,Zapopan,Department
45000,2,2,328,Valle Real,Zapopan,Department
15000,2,2,81,San Carlos,Guadalajara,Department
7000,2,1,90,Ciudad AztlAn,Tonalá,Department
16800,3,3,62,Guadalajara Centro,Guadalajara,Department
64900,1,1,428,Virreyes Residencial,Zapopan,Department
19000,3,3,70,Americana,Guadalajara,Department
47000,2,2,170,Prados de Providencia,Guadalajara,Department
18900,,,160,Las Cañadas,Zapopan,Department
15500,2,2,90,Fraccionamiento Valle Imperial,Zapopan,Department
34000,2,2,140,Vallarta Sur,Guadalajara,Department
35000,3,3,200,Alcalde Barranquitas,Guadalajara,Department
90000,3,3,253,Puerta de Hierro,Zapopan,Department
50000,3,3,437,Providencia,Guadalajara,Department
9000,2,2,63,San Andrés,Guadalajara,Department
9000,2,1,56,San Carlos,Guadalajara,Department
17000,1,1,70,Americana,Guadalajara,Department
19000,1,1,72,Americana,Guadalajara,Department
24000,2,2,75,Valle Real,Zapopan,Department
16800,1,1,71,Arcos Vallarta,Guadalajara,Department
27000,3,2,137,Juan Manuel Vallarta,Zapopan,Department
30000,1,1,101,Country Club,Guadalajara,Department
22000,2,2,103,La Estancia,Zapopan,Department
24000,2,2,120,Ladrón de Guevara,Guadalajara,Department
23500,2,2,74,Mezquitan Country,Guadalajara,Department
12000,2,2,90,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,Department
13500,2,1,80,Fraccionamiento Camino Real,Zapopan,Department
6000,2,2,48,Colinas de Tonalá,Tonalá,Department
25000,2,2,190,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
27500,2,2,138,Americana,Guadalajara,Department
17214,2,2,100,Americana,Guadalajara,Department
90000,4,4,333,Valle Real,Zapopan,Department
9000,2,1,60,Santa Ana Tepetitlán,Zapopan,Department
190000,2,1,110,Monraz,Guadalajara,Department
26000,1,2,80,Providencia,Guadalajara,Department
24400,2,2,92,Fraccionamiento Chapultepec Country,Guadalajara,Department
14000,2,1,85,Jardines de La Patria,Zapopan,Department
11000,1,2,74,Arboledas ,Zapopan,Department
16000,2,2,105,Sendas Residencial,Zapopan,Department
12000,2,2,84,San Carlos,Guadalajara,Department
28000,2,2,92,Puerta de Hierro,Zapopan,Department
19000,2,2,66,Virreyes Residencial,Zapopan,Department
28000,2,2,106,Arcos Vallarta,Guadalajara,Department
16500,2,2,89,Paseos del Sol,Zapopan,Department
24000,2,2,82,San Juan de Ocotan,Zapopan,Department
29000,2,1,100,Providencia,Guadalajara,Department
28500,1,2,77,Providencia,Guadalajara,Department
29000,2,2,112,Jardines del Bosque Norte,Guadalajara,Department
65000,2,,116,Condominio Puerta Plata,Zapopan,Department
19000,1,1,53,Americana,Guadalajara,Department
18400,1,1,104,Santa Fe,Zapopan,Department
13500,2,2,64,Nueva España,Guadalajara,Department
31000,2,2,115,Puerta de Hierro,Zapopan,Department
23000,1,1,74,Americana,Guadalajara,Department
26500,2,2,148,Fraccionamiento Lomas de Providencia,Guadalajara,Department
29500,2,2,142,Prados de Providencia,Guadalajara,Department
47000,3,3,310,Puerta de Hierro,Zapopan,Department
48000,2,2,230,Valle Real,Zapopan,Department
22500,2,2,84,Ayuntamiento,Guadalajara,Department
26000,2,2,145,Lomas Altas,Zapopan,Department
30000,2,3,128,Monraz,Guadalajara,Department
30000,1,1,113,Puerta de Hierro,Zapopan,Department
29000,2,2,117,Lomas Altas,Zapopan,Department
20000,2,2,90,Ladrón de Guevara,Guadalajara,Department
23000,2,2,74,Vallarta Universidad,Zapopan,Department
12000,2,1,53,Francisco Sarabia,Zapopan,Department
29500,2,2,140,Prados de Providencia,Guadalajara,Department
39000,3,3,235,Providencia,Guadalajara,Department
21000,2,2,85,Lomas Del Seminario,Zapopan,Department
20000,3,2,140,Monraz,Guadalajara,Department
16700,2,1,68,Fraccionamiento Arcos,Guadalajara,Department
29500,1,1,101,Country Club,Guadalajara,Department
22000,2,2,85,Valle Real,Zapopan,Department
24000,1,2,75,Providencia,Guadalajara,Department
19000,3,2,60,Americana,Guadalajara,Department
11500,2,3,80,Oblatos,Guadalajara,Department
45000,3,2,115,Puerta de Hierro,Zapopan,Department
39000,2,1,190,Fraccionamiento Camino Real,Zapopan,Department
27900,1,2,93,Puerta de Hierro,Zapopan,Department
13000,2,2,54,El Vigía,Zapopan,Department
24900,3,2,103,Arcos de Guadalupe,Zapopan,Department
26500,3,2,108,Fraccionamiento Rinconada Del Parque,Zapopan,Department
18000,2,2,120,Fraccionamiento Jardines de Guadalupe,Zapopan,Department
25000,2,1,77,Valle Real,Zapopan,Department
18000,2,4,66,Parque Virreyes Residencial,Zapopan,Department
6500,4,3,60,El Vigía,Zapopan,Department
33000,3,2,180,Providencia 4a Secc,Guadalajara,Department
25000,2,,230,Providencia 4a Secc,Guadalajara,Department
16000,,,73,El Campanario,Zapopan,Department
14500,2,2,85,Providencia,Guadalajara,Department
26000,2,2,170,Fraccionamiento Lomas Del Country,Guadalajara,Department
42500,3,3,192,Colinas de San Javier,Zapopan,Department
13000,2,3,56,Francisco Sarabia,Zapopan,Department
39000,3,2,235,Providencia,Guadalajara,Department
12700,2,2,64,Jardines del Valle,Zapopan,Department
21100,2,1,116,Jardines de La Patria,Zapopan,Department
19000,1,1,60,Jardines Universidad,Zapopan,Department
12000,2,4,53,Francisco Sarabia,Zapopan,Department
24000,3,2,164,Prados de Providencia,Guadalajara,Department
22500,2,1,69,Valle Real,Zapopan,Department
7900,2,2,67,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,Department
39500,3,4,135,Jardines Universidad,Zapopan,Department
50000,3,2,250,Puerta de Hierro,Zapopan,Department
28000,2,1,130,Agraria,Zapopan,Department
190000,2,2,110,Monraz,Guadalajara,Department
22000,2,2,90,Ciudad Granja,Zapopan,Department
26000,2,2,145,Lomas Altas,Zapopan,Department
24000,2,2,86,Fraccionamiento Colomos Providencia,Guadalajara,Department
25000,2,,98,Arcos Vallarta,Guadalajara,Department
26500,2,2,90,Lomas Altas,Zapopan,Department
14000,1,1,95,Fraccionamiento Chapultepec Country,Guadalajara,Department
40000,3,3,177,Fraccionamiento Colomos Providencia,Guadalajara,Department
20000,2,2,56,Moderna,Guadalajara,Department
30000,2,2,140,Colomos Patria,Zapopan,Department
22000,1,1,74,Arcos Vallarta,Guadalajara,Department
15000,2,1,57,Moderna,Guadalajara,Department
12000,2,1,74,La Estancia,Zapopan,Department
13990,2,2,74,Lomas Independencia,Guadalajara,Department
31000,2,2,115,Puerta de Hierro,Zapopan,Department
7000,1,1,35,La Estancia,Zapopan,Department
65000,3,4,362,Lomas Del Bosque,Zapopan,Department
17200,1,1,40,Ayuntamiento,Guadalajara,Department
14000,2,2,82,El Campanario,Zapopan,Department
34000,2,2,120,Valle Real,Zapopan,Department
16700,2,1,68,Fraccionamiento Arcos,Guadalajara,Department
32000,2,2,113,Fraccionamiento Colomos Providencia,Guadalajara,Department
16000,2,2,101,Americana,Guadalajara,Department
14500,3,2,75,Ciudad de los niños,Zapopan,Department
39000,2,2,130,Valle Real,Zapopan,Department
12000,2,1,60,Penal,Guadalajara,Department
33000,3,2,143,Providencia,Guadalajara,Department
30000,1,1,113,Puerta de Hierro,Zapopan,Department
15000,1,2,70,Jardines de Guadalupe,Guadalajara,Department
28000,3,4,180,Chapalita Sur,Zapopan,Department
33000,3,4,230,Agustín YAnez,Guadalajara,Department
44000,3,3,390,Fraccionamiento Vallarta Norte,Guadalajara,Department
40000,3,2,169,Providencia,Guadalajara,Department
35000,2,2,165,Americana,Guadalajara,Department
38000,2,2,110,Jardines Universidad,Zapopan,Department
27000,2,2,113,Puerta de Hierro,Zapopan,Department
26000,2,3,124,Loma Bonita,Zapopan,Department
26000,3,2,170,Providencia,Guadalajara,Department
29500,2,2,140,Prados de Providencia,Guadalajara,Department
26000,2,2,170,Ayuntamiento,Guadalajara,Department
23000,3,2,114,Prados de Providencia,Guadalajara,Department
15500,2,2,90,Fraccionamiento Valle Imperial,Zapopan,Department
27000,2,2,100,Fraccionamiento Puerta del Valle,Zapopan,Department
38000,2,2,177,Providencia,Guadalajara,Department
28000,2,,92,Puerta de Hierro,Zapopan,Department
30000,3,2,250,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
29000,2,2,100,Providencia,Guadalajara,Department
19000,1,1,70,Americana,Guadalajara,Department
45000,3,2,129,Puerta de Hierro,Zapopan,Department
25000,2,1,125,Altamira,Zapopan,Department
16000,1,1,73,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
19999,2,1,100,Providencia,Guadalajara,Department
33080,2,2,135,Lomas Altas,Zapopan,Department
8550,1,1,40,Fraccionamiento Chapalita de Occidente,Zapopan,Department
12000,2,2,80,Providencia,Guadalajara,Department
24900,2,2,101,Lomas Altas,Zapopan,Department
31000,3,2,100,Americana,Guadalajara,Department
36000,3,4,270,Ciudad Bugambilia,Zapopan,Department
23000,2,2,82,San Juan de Ocotan,Zapopan,Department
78000,3,4,258,Puerta de Hierro,Zapopan,Department
14200,2,2,70,Fraccionamiento Real de Valdepeñas,Zapopan,Department
29000,2,2,92,Puerta de Hierro,Zapopan,Department
45000,3,3,300,Fraccionamiento Monraz,Guadalajara,Department
25000,3,3,230,Providencia 4a Secc,Guadalajara,Department
22000,2,2,85,Valle Real,Zapopan,Department
24000,2,2,120,Ladrón de Guevara,Guadalajara,Department
2950,1,2,20,El Mante,Zapopan,Department
20000,2,3,92,Punto Sur,Tlajomulco de Zúñiga,Department
28500,2,2,120,Fraccionamiento Camino Real,Zapopan,Department
24900,2,2,103,Arcos de Guadalupe,Zapopan,Department
22000,2,5,89,Americana,Guadalajara,Department
90000,4,3,334,Valle Real,Zapopan,Department
25000,2,2,119,Chapalita,Guadalajara,Department
17800,2,2,95,Sendas Residencial,Zapopan,Department
22500,2,2,84,Ayuntamiento,Guadalajara,Department
19000,2,2,75,Ayuntamiento,Guadalajara,Department
19000,2,4,66,Virreyes Residencial,Zapopan,Department
55000,3,3,309,Puerta de Hierro,Zapopan,Department
45000,3,2,157,Jardines Universidad,Zapopan,Department
17214,2,1,100,Americana,Guadalajara,Department
9000,2,2,55,Santa Ana Tepetitlán,Zapopan,Department
10800,2,2,57,Colonia Huentitán El Alto,Guadalajara,Department
27900,2,3,93,Puerta de Hierro,Zapopan,Department
42000,3,,113,Providencia,Guadalajara,Department
25000,,,120,Ciudad Del Sol,Zapopan,Department
26500,3,2,166,Arcos de Guadalupe,Zapopan,Department
30000,2,2,126,Fraccionamiento Colomos Providencia,Guadalajara,Department
55000,3,3,240,Fraccionamiento Country Club,Guadalajara,Department
9500,2,1,63,San Carlos,Guadalajara,Department
33000,3,3,120,Fraccionamiento Puerta del Valle,Zapopan,Department
19500,2,2,60,Jardines Universidad,Zapopan,Department
26500,2,2,148,Fraccionamiento Lomas de Providencia,Guadalajara,Department
18600,2,2,69,Punto Sur,Tlajomulco de Zúñiga,Department
21000,2,2,94,Country Club,Guadalajara,Department
23360,2,1,87,Arcos Vallarta,Guadalajara,Department
42000,3,3,443,Valle Real,Zapopan,Department
29000,2,2,112,Jardines del Bosque Norte,Guadalajara,Department
23000,2,2,108,Ayuntamiento,Guadalajara,Department
38000,2,2,97,Puerta de Hierro,Zapopan,Department
7000,2,2,90,Ciudad AztlAn,Tonalá,Department
21000,1,2,72,Providencia,Guadalajara,Department
25500,2,2,90,Americana,Guadalajara,Department
25000,2,2,77,Valle Real,Zapopan,Department
30000,1,1,130,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
13500,3,1,77,Conjunto habitacional Patria,Zapopan,Department
5310,1,1,12,Obrera,Guadalajara,Department
36000,2,2,110,Jardines Universidad,Zapopan,Department
19500,2,2,78,Parque Virreyes Residencial,Zapopan,Department
22000,1,2,85,Lomas Del Seminario,Zapopan,Department
20500,1,1,62,Fraccionamiento Puerta del Valle,Zapopan,Department
30000,2,1,115,Puerta de Hierro,Zapopan,Department
25000,2,2,74,Providencia 1a Secc,Guadalajara,Department
6000,1,1,48,Colinas de Tonalá,Tonalá,Department
5100,1,2,85,Fraccionamiento Parques de Tesistán,Zapopan,Department
24500,2,2,97,Chapalita Oriente,Zapopan,Department
56000,1,1,170,Puerta de Hierro,Zapopan,Department
17000,2,2,80,Chapalita Sur,Zapopan,Department
34000,3,3,140,Vallarta Sur,Guadalajara,Department
61700,1,1,293,Providencia,Guadalajara,Department
18000,2,2,53,Arcos Vallarta,Guadalajara,Department
21000,3,3,100,Valle Real,Zapopan,Department
50000,1,1,437,Providencia,Guadalajara,Department
18000,2,1,60,Ladrón de Guevara,Guadalajara,Department
14000,1,1,85,Jardines de La Patria,Zapopan,Department
8500,,,60,Las Amapas,Tlajomulco de Zúñiga,Department
18000,1,1,60,Ladrón de Guevara,Guadalajara,Department
19000,1,2,120,Country Club,Guadalajara,Department
21000,2,2,67,Guadalajara Centro,Guadalajara,Department
40000,3,3,169,Providencia,Guadalajara,Department
20000,2,2,56,Moderna,Guadalajara,Department
12000,2,1,53,Francisco Sarabia,Zapopan,Department
13500,3,1,80,Jardines Universidad,Zapopan,Department
28000,2,2,106,Americana,Guadalajara,Department
21000,2,4,95,Valle Real,Zapopan,Department
35000,3,3,220,Providencia,Guadalajara,Department
34000,3,2,165,Puerta de Hierro,Zapopan,Department
32000,3,1,200,Lomas del Valle,Zapopan,Department
39500,2,1,137,Providencia,Guadalajara,Department
16800,1,1,71,Arcos Vallarta,Guadalajara,Department
17500,2,2,68,Ciudad Granja,Zapopan,Department
28500,1,1,77,Providencia,Guadalajara,Department
13000,2,,56,Francisco Sarabia,Zapopan,Department
2950,1,,20,El Mante,Zapopan,Department
21000,2,,85,Lomas Del Seminario,Zapopan,Department
14500,2,,92,Prados Tepeyac,Zapopan,Department
27820,1,1,118,Prados de Providencia,Guadalajara,Department
23000,2,2,108,Ayuntamiento,Guadalajara,Department
17000,1,1,65,Arcos Vallarta,Guadalajara,Department
24500,1,2,97,Chapalita Oriente,Zapopan,Department
17000,2,2,64,Villas Del Country,Guadalajara,Department
40000,3,2,150,Providencia,Guadalajara,Department
23500,2,2,144,Jardines del Bosque Norte,Guadalajara,Department
65000,3,4,172,Puerta de Hierro,Zapopan,Department
23000,2,2,80,San Juan de Ocotan,Zapopan,Department
26200,1,1,48,Ayuntamiento,Guadalajara,Department
31000,2,2,136,Valle Real,Zapopan,Department
7850,1,2,90,Arboledas ,Zapopan,Department
27000,2,3,110,Fraccionamiento Chapultepec Country,Guadalajara,Department
35000,3,2,115,Country Club,Guadalajara,Department
25000,2,2,163,San Juan de Ocotan,Zapopan,Department
22000,3,2,110,Fraccionamiento Jardines Alcalde,Guadalajara,Department
70000,2,2,180,Puerta de Hierro,Zapopan,Department
23500,2,2,124,Altamira,Zapopan,Department
29000,2,2,100,Providencia,Guadalajara,Department
23000,3,,114,Prados de Providencia,Guadalajara,Department
20000,2,2,170,Las Cañadas,Zapopan,Department
24400,2,2,92,Fraccionamiento Chapultepec Country,Guadalajara,Department
42500,3,3,192,Colinas de San Javier,Zapopan,Department
35000,2,2,130,Americana,Guadalajara,Department
19000,1,1,72,Americana,Guadalajara,Department
12500,2,2,75,Colinas de los Belenes,Zapopan,Department
17000,1,1,61,San Juan de Ocotan,Zapopan,Department
20000,2,2,90,Ladrón de Guevara,Guadalajara,Department
18000,2,1,85,Fraccionamiento Jardines de San Ignacio,Zapopan,Department
12000,2,1,53,Francisco Sarabia,Zapopan,Department
34000,2,2,81,Providencia,Guadalajara,Department
15000,2,2,116,San Carlos,Guadalajara,Department
65000,2,2,67,Condominio Puerta Plata,Zapopan,Department
21000,2,2,95,Guadalajara Centro,Guadalajara,Department
17800,2,2,144,Sendas Residencial,Zapopan,Department
23500,2,2,80,Jardines del Bosque Norte,Guadalajara,Department
13800,2,2,80,Fraccionamiento Real de Valdepeñas,Zapopan,Department
27000,1,2,48,Fraccionamiento Jardines del Country,Guadalajara,Department
14000,2,1,89,San Juan de Ocotan,Zapopan,Department
18600,,2,,Punto Sur,Tlajomulco de Zúñiga,Department
15500,2,1,60,Lomas de Guadalupe,Zapopan,Department
26900,2,1,103,Arcos de Guadalupe,Zapopan,Department
22000,2,2,85,Lomas Del Seminario,Zapopan,Department
8600,2,2,55,Santa Ana Tepetitlán,Zapopan,Department
11000,1,1,74,Arboledas ,Zapopan,Department
7900,2,2,67,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,Department
13000,2,1,71,Constitución,Zapopan,Department
18320,1,3,36,Fraccionamiento Country Club,Guadalajara,Department
20000,2,2,140,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
17800,2,2,95,Sendas Residencial,Zapopan,Department
23900,2,2,100,Jardines de La Patria,Zapopan,Department
26500,2,1,90,Lomas Altas,Zapopan,Department
21500,2,2,73,Ladrón de Guevara,Guadalajara,Department
20000,2,2,69,Fraccionamiento Country Club,Guadalajara,Department
25000,2,2,97,Atlas Chapalita,Zapopan,Department
25000,2,2,100,Valle Real,Zapopan,Department
18000,2,3,66,Parque Virreyes Residencial,Zapopan,Department
18500,3,1,100,Tepeyac Casino,Zapopan,Department
15000,3,3,182,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
29000,,,,Santa Fe,Zapopan,Department
90000,4,5,334,Valle Real,Zapopan,Department
35000,2,2,158,Valle Real,Zapopan,Department
19500,2,2,85,Americana,Guadalajara,Department
23000,1,1,57,Providencia,Guadalajara,Department
12700,2,2,64,Jardines del Valle,Zapopan,Department
18000,2,2,122,Fraccionamiento Camino Real,Zapopan,Department
21000,1,1,67,Arcos Vallarta,Guadalajara,Department
21500,2,2,90,Jardines del Bosque,Guadalajara,Department
24500,1,2,97,Chapalita Oriente,Zapopan,Department
29000,3,3,285,San Juan de Ocotan,Zapopan,Department
45000,3,3,250,Monraz,Guadalajara,Department
17200,1,1,40,Ayuntamiento,Guadalajara,Department
23500,2,2,107,Fraccionamiento Puerta del Valle,Zapopan,Department
26000,1,2,80,Providencia,Guadalajara,Department
27900,2,2,93,Puerta de Hierro,Zapopan,Department
16000,2,2,73,El Campanario,Zapopan,Department
29000,2,1,115,Providencia,Guadalajara,Department
6500,2,2,59,Mirador ,Tonalá,Department
42000,2,1,210,Lomas Altas,Zapopan,Department
30000,1,,113,Puerta de Hierro,Zapopan,Department
26000,3,3,170,Providencia,Guadalajara,Department
28000,1,1,77,Providencia,Guadalajara,Department
24000,2,2,82,San Juan de Ocotan,Zapopan,Department
26000,2,2,114,Fraccionamiento Jardines del Country,Guadalajara,Department
5310,1,1,12,Obrera,Guadalajara,Department
45000,2,2,114,Puerta de Hierro,Zapopan,Department
45000,2,2,133,Puerta de Hierro,Zapopan,Department
17000,1,1,61,San Juan de Ocotan,Zapopan,Department
18600,2,2,89,Punto Sur,Tlajomulco de Zúñiga,Department
18500,1,2,75,Fraccionamiento Solares,Zapopan,Department
38000,2,2,97,Puerta de Hierro,Zapopan,Department
27000,2,2,110,Americana,Guadalajara,Department
27000,2,2,120,Providencia,Guadalajara,Department
13000,3,2,85,Lomas Independencia,Guadalajara,Department
29000,2,2,100,Providencia,Guadalajara,Department
16800,1,1,71,Arcos Vallarta,Guadalajara,Department
55000,3,4,309,Puerta de Hierro,Zapopan,Department
24000,2,2,90,Valle Real,Zapopan,Department
32430,2,2,85,Ladrón de Guevara,Guadalajara,Department
13500,3,1,80,Jardines Universidad,Zapopan,Department
23360,2,1,87,Arcos Vallarta,Guadalajara,Department
19999,2,1,100,Providencia,Guadalajara,Department
18000,1,1,90,Providencia,Guadalajara,Department
13800,2,2,1,Fraccionamiento Valle Imperial,Zapopan,Department
129000,3,4,435,Puerta de Hierro,Zapopan,Department
21100,2,2,116,Jardines de La Patria,Zapopan,Department
30000,1,1,115,Puerta de Hierro,Zapopan,Department
16000,1,1,200,Barranquitas,Guadalajara,Department
33000,3,1,230,Agustín YAnez,Guadalajara,Department
7000,1,2,35,La Estancia,Zapopan,Department
11000,2,2,65,Sutaj,Guadalajara,Department
39500,3,2,135,Jardines Universidad,Zapopan,Department
28000,2,1,100,Puerta de Hierro,Zapopan,Department
16500,1,2,70,Jardines Universidad,Zapopan,Department
24000,1,2,76,Valle Real,Zapopan,Department
